BRC code,Taxon name,Fam,FamA,OrdA,NS,CS,RS,Chg,Hght,Len,P1,P2,LF1,LF2,W,Clone1,Clone2,E1,E2,C,NBI,NEur,SBI,SEur,Origin,GB,IR,CI,Tjan,Tjul,Prec,Co,Br Habitats,L,F,R,N,S,Source for max height,Comment on life form,Comment on clonality,Comment on N and S limits in Europe
0920  1912,Sherardia arvensis,Rubi,Rubi,Gent,N,,n,-0.94,40,,a,,Th,,h,0,,8,3,,0,55-60,0,<45,,1635,369,12,3.9,15.2,916,,"7, 16",7,4,6,4,0,Stace (1997),,,
0920  1913,Sibbaldia procumbens,Rosa,Rosa,Rosa,N,,s,-0.75,5,,p,,hc,,h,0,,1,6,,0,>65,0,<45,,133,0,0,0.4,11.3,2109,,15,8,5,4,3,0,Stace (1991),,,
0920  1914,Sibthorpia europaea,Scro,Plan,Lami,N,,s,-0.14,5,,p,,Ch,,h,Node2,,7,1,,1,50-55,0,<45,,107,9,8,5.3,15.5,1189,,"3, 14",5,7,5,5,0,CDP personal observation;  petiole length c. 4 cm (Roles illustration),,,
0920  1916,Silaum silaus,Apia,Apia,Apia,N,,n,-0.42,100,,p,,hc,,h,0,,7,4,,0,55-60,0,<45,,963,0,0,3.6,15.8,743,,6,8,5,7,4,0,Stace (1997),,,
0920  1917,Silene acaulis,Cary,Cary,Cary,N,,n,-0.47,10,,p,,Ch,,h,0,,1,3,,0,>65,0,<45,,236,9,0,1.9,11.8,1937,,"7, 15, 16",8,5,6,1,0,Stace (1997),,,
0920  1921,Silene conica,Cary,Cary,Cary,N,,s,-1.05,35,,a,,Th,,h,0,,8,4,,1,55-60,0,<45,,59,0,10,4.0,16.0,702,,"8, 19",8,3,4,2,0,Stace (1991),,,
0920  1259,Silene dioica,Cary,Cary,Cary,N,,n,-0.44,90,,p,,hc,Ch,h,0,,5,3,,0,>65,0,<45,,2514,263,14,3.4,14.6,1065,,1,5,6,6,7,0,CTW (1962),"basically hemicryptophyte;  basal rosette is dominant, at least to begin with",,
0920  1918,Silene gallica,Cary,Cary,Cary,AR,,,-2.78,45,,a,,Th,,h,0,,9,2,,,,,,,455,31,11,4.2,15.7,877,,"3, 4",7,4,5,5,0,Stace (1997),,,
0920  1258,Silene latifolia,Cary,Cary,Cary,AR,,,-0.88,100,,p,,hc,,h,0,,8,4,,,,,,,1954,211,13,3.6,15.1,911,,3,7,4,7,6,0,Stace (1997),,,
0920  1261,Silene noctiflora,Cary,Cary,Cary,AR,,,-2.04,50,,a,,Th,,h,0,,7,3,,,,,,,686,22,1,3.7,15.8,736,,4,7,4,7,6,0,Stace (1997),,,
0920  1928,Silene nutans,Cary,Cary,Cary,N,,s,-0.39,80,,p,,hc,,h,0,,7,4,,0,>65,0,<45,,52,0,10,4.3,15.7,883,,16,8,3,8,4,0,Stace (1997),,,
0920  1929,Silene otites,Cary,Cary,Cary,N,,r,-0.36,80,,p,,hc,,h,0,,7,3,c,0,55-60,0,<45,,18,0,0,3.2,16.1,625,,"3, 8",8,3,7,2,0,Stace (1997),,,
0920  1926,Silene uniflora,Cary,Cary,Cary,N,,n,-0.39,28,,p,,hc,,h,0,,5,2,,0,>65,0,<45,,943,236,13,4.0,14.1,1263,Co,18,8,6,6,4,3,Butcher (1961),,,
0920  4578,Silene vulgaris,Cary,Cary,Cary,N,,n,-1.26,80,,p,,hc,,h,0,,8,5,,0,>65,0,<45,,1710,280,8,3.7,15.3,897,,"3, 6",7,4,8,5,0,Stace (1997),,,
0920  1930,Silybum marianum,Aste,Aste,Aste,AR,,,-0.07,100,,b,a,hc,Th,h,0,,0,3,,,,,,Eur,552,64,6,4.0,15.8,781,,3,8,4,8,6,1,Stace (1997),"CTW say ""annual or biennial"";  Butcher (1961) says biennial",,
0920  1931,Simethis planifolia,Lili,Heme,Aspa,N,,o,,42,,p,,Gn,,h,0,,8,2,,1,50-55,0,<45,,0,4,0,5.7,15.1,1324,,10,7,5,4,3,0,average of CTW (1962) & Stace (1997),,,
0920  1932,Sinapis alba,Bras,Bras,Bras,AR,,,-0.90,90,,a,,Th,,h,0,,8,3,,,,,,,1082,162,10,3.8,15.5,832,,"3, 4",7,4,7,6,0,average of Rich (1991) and CTW (1962),,,
0920  1933,Sinapis arvensis,Bras,Bras,Bras,AR,,,-1.76,90,,a,,Th,,h,0,,7,4,,,,,,,2373,772,11,3.7,14.7,1012,,"3, 4, 17",8,5,7,7,0,average of Rich (1991) and CTW (1962),,,
0920  1934,Sison amomum,Apia,Apia,Apia,N,,n,-0.19,100,,b,,hc,,h,0,,9,2,,1,50-55,0,<45,,790,0,0,3.9,16.2,756,,3,7,4,7,5,0,Stace (1997),,,
0920  1935,Sisymbrium altissimum,Bras,Bras,Bras,AN,,,-0.84,100,,a,,Th,,h,0,,,,,,,,,Eur,614,29,3,3.7,15.6,771,,"3, 17",8,5,6,4,0,Rich (1991),,,
0920  1938,Sisymbrium officinale,Bras,Bras,Bras,AR,,,-0.21,95,,a,b,Th,hc,h,0,,8,3,,,,,,,2117,775,13,3.8,15.0,973,,"3, 4, 17",7,4,7,7,0,average of Rich (1991) and CTW (1962),Rich (1991) says it can be annual or biennial.,,
0920  1939,Sisymbrium orientale,Bras,Bras,Bras,AN,,,-0.24,80,,a,,Th,,h,0,,,,,,,,,Eur,864,75,10,3.8,15.6,815,,"3, 17",7,4,7,5,0,Rich (1991),,,
0920  1942,Sisyrinchium bermudiana,Irid,Irid,Aspa,N,,o,-1.80,23,,p,,hc,,h,0,,6,0,,,,,,,0,43,0,4.5,14.4,1290,,"6, 13",8,8,6,3,0,Butcher (1961),,,
0920  1944,Sium latifolium,Apia,Apia,Apia,N,,s,-1.83,200,,p,,Hy,,h,0,,7,4,,0,>65,0,<45,,259,34,0,3.7,15.9,702,,"11, 14",7,10,7,7,0,Stace (1997),Presumably dies back to base in winter,,
0920  1945,Smyrnium olusatrum,Apia,Apia,Apia,AR,,,0.66,150,,b,,hc,,h,0,,9,1,,,,,,Eur,803,327,13,4.4,15.5,907,,3,7,5,7,7,0,Stace (1997),,,
0920  1947,Solanum dulcamara,Sola,Sola,Sola,N,,n,-0.11,225,,p,,Pn,Ch,sw,Node2,,8,5,,0,60-65,0,<45,,1918,533,14,3.8,15.2,945,,"3, 11, 14",7,8,7,7,0,"75% of Stace (1997) - ""scrambling""","normally too big to count as a chamaephyte, but prostrate forms are known",clones formed by rooting stems (CPE and personal observation);  Clopla1 suggests root-budding;  ,
0920  1949,Solanum nigrum,Sola,Sola,Sola,NA,,n,0.44,60,,a,,Th,,h,0,,8,5,,0,60-65,0,<45,,1258,0,14,3.9,15.9,809,,4,7,5,7,8,0,CTW (1962),,,
0920  1946,Solanum sarachoides,Sola,Sola,Sola,AN,,,,60,,a,,Th,,h,0,,,,,,,,,SAm,88,0,4,3.8,16.1,696,,"4, 17",7,4,7,7,0,Stace (1991),,,
0920  4360,Solanum tuberosum,Sola,Sola,Sola,AN,,,,100,,p,,Gn,,h,Rhiz1,,,,,,,,,SAm,625,56,5,3.9,15.4,883,,4,7,4,6,7,0,Stace (1997),,,
0920   965,Soleirolia soleirolii,Urti,Urti,Rosa,AN,,,2.36,10,,p,,Ch,,h,Node2,,0,2,,,,,,Eur,773,130,11,4.3,15.7,906,,"3, 17",4,8,7,6,0,estimated canopy height (MOH),,,
0920  2251,Solidago canadensis,Aste,Aste,Aste,AN,,,,200,,p,,hc,,h,Rhiz1,,,,,,,,,Am,981,24,5,3.6,15.6,833,,"3, 17",8,5,6,6,0,MOH personal observation;  height of 250 cm in books is extreme (see also German website),treat as a hemicryptophyte with spreading rhizome,,
0920  2434,Solidago gigantea,Aste,Aste,Aste,AN,,,,200,,p,,hc,,h,Rhiz1,,,,,,,,,Am,645,1,0,3.5,15.5,854,,"3, 17",8,5,5,6,0,MOH personal observation;  height of 250 cm in books is extreme (see also German website),treat as a hemicryptophyte with spreading rhizome,,
0920  1951,Solidago virgaurea,Aste,Aste,Aste,N,,n,-0.89,70,,p,,hc,,h,0,,5,5,,0,>65,0,<45,,2043,492,5,3.4,14.2,1217,,"10, 16",5,5,4,3,0,Stace (1991),,,
0920  1952,Sonchus arvensis,Aste,Aste,Aste,N,,n,-0.12,150,,p,,hc,,h,Rhiz2,,7,4,,0,>65,0,<45,,2320,806,9,3.8,14.8,1013,,4,8,6,7,6,1,Stace (1997),,,
0920  1953,Sonchus asper,Aste,Aste,Aste,N,,n,0.78,150,,a,,Th,,h,0,,8,3,,0,>65,0,<45,,2584,961,13,3.7,14.6,1070,,"3, 4",7,5,7,6,0,Stace (1997),,,
0920  1954,Sonchus oleraceus,Aste,Aste,Aste,N,,n,-0.42,150,,a,,Th,,h,0,,8,3,,0,>65,0,<45,,2358,924,14,3.7,14.8,1031,,"3, 4",7,5,7,7,0,Stace (1997),,,
0920  1955,Sonchus palustris,Aste,Aste,Aste,N,,s,0.18,250,,p,,hc,,h,0,,7,4,,0,55-60,0,<45,,51,0,0,3.8,16.4,615,,11,7,8,7,7,1,Stace (1991),,CloPla1 says that regenerates from root buds;  also in GB?,
0920  1956,Sorbus anglica,Rosa,Rosa,Rosa,NE,VU,r,,200,,p,,Pn,,w,0,,7,1,,,,,,,14,1,0,3.8,15.2,1082,,"1, 16",6,4,8,4,0,CTW (1962),,,
0920  1958,Sorbus aria,Rosa,Rosa,Rosa,N,,n,,1500,,p,,Ph,,w,0,,7,3,,1,50-55,0,<45,,225,2,0,3.8,16.3,774,,1,6,4,7,4,0,CTW (1962),,,
0920  1957,Sorbus aria agg.,Rosa,Rosa,Rosa,N,,n,0.82,1000,,p,,Ph,,w,0,,7,3,,,,,,,341,75,0,3.8,16.3,780,,17,6,5,7,4,0,a middling value;  most are smaller than S. aria,,,
0920  1959,Sorbus arranensis,Rosa,Rosa,Rosa,NE,VU,r,,750,,p,,Ph,,w,0,,4,1,,,,,,,1,0,0,2.5,12.1,1530,,16,7,4,4,3,0,Stace (1991),,,
0920  1960,Sorbus aucuparia,Rosa,Rosa,Rosa,N,,n,0.86,1500,,p,,Ph,,w,0,,5,5,,0,>65,0,<45,,2472,749,0,3.4,14.4,1128,,"1, 2, 16",6,6,3,4,0,CTW (1962),,,
0920  1961,Sorbus bristoliensis,Rosa,Rosa,Rosa,NE,EN,r,,1000,,p,,Ph,,w,0,,7,1,,,,,,,1,0,0,4.4,16.5,844,,"1, 16",6,4,8,4,0,Stace (1991),,,
0920  1962,Sorbus devoniensis,Rosa,Rosa,Rosa,NE,,s,,1500,,p,,Ph,,w,0,,7,1,,,,,,,32,11,0,5.0,15.4,1171,,"1, 3",6,5,6,5,0,Stace (1991),,,
0920  1963,Sorbus domestica,Rosa,Rosa,Rosa,N,CR,r,,500,,p,,Ph,,w,Root,,8,3,,1,50-55,0,<45,,4,0,0,4.5,16.5,857,,16,6,4,8,3,0,Stace (1997) - extreme max size given for 'stunted' natives,,,
0920  1964,Sorbus eminens,Rosa,Rosa,Rosa,NE,VU,r,,600,,p,,Ph,,w,0,,7,1,,,,,,,8,0,0,4.4,16.2,878,,1,6,5,7,5,0,Stace (1991),,,
0920  1965,Sorbus hibernica,Rosa,Rosa,Rosa,NE,,o,,600,,p,,Ph,,w,0,,7,1,,,,,,,0,63,0,4.5,14.6,1035,,"1, 3, 16",6,5,7,5,0,Stace (1991),,,
0920  1966,Sorbus intermedia,Rosa,Rosa,Rosa,AN,,,,1000,,p,,Ph,,w,0,,,,,,,,,Eur,686,17,2,3.5,15.2,901,,"1, 3, 17",6,6,8,7,0,Stace (1991),,,
0920  1967,Sorbus lancastriensis,Rosa,Rosa,Rosa,NE,,r,,500,,p,,Ph,,w,0,,7,1,,,,,,,9,0,0,3.3,14.8,1285,,16,8,4,7,3,0,Stace (1991),,,
0920  1969,Sorbus leptophylla,Rosa,Rosa,Rosa,NE,CR,r,,300,,p,,Pn,Ph,w,0,,7,1,,,,,,,3,0,0,2.9,14.5,1501,,16,5,5,7,5,0,Stace (1997),,,
0920  1970,Sorbus leyana,Rosa,Rosa,Rosa,NE,CR,r,,200,,p,,Pn,,w,0,,7,1,,,,,,,2,0,0,2.5,14.0,1687,,16,7,5,8,4,0,CTW (1962),,,
0920  1971,Sorbus minima,Rosa,Rosa,Rosa,NE,VU,r,,300,,p,,Pn,Ph,w,0,,7,1,,,,,,,1,0,0,2.2,14.0,1523,,16,6,4,8,3,0,Stace (1997),,,
0920  1972,Sorbus porrigentiformis,Rosa,Rosa,Rosa,NE,,s,,500,,p,,Ph,,w,0,,7,1,,,,,,,30,0,0,3.8,15.2,1273,,16,7,5,7,5,0,Stace (1991),,,
0920  1973,Sorbus pseudofennica,Rosa,Rosa,Rosa,NE,VU,r,,700,,p,,Ph,,w,0,,4,1,,,,,,,1,0,0,2.5,12.1,1530,,16,7,4,4,3,0,Stace (1991),,,
0920  1974,Sorbus rupicola,Rosa,Rosa,Rosa,N,,s,,200,,p,,Pn,,w,0,,4,2,,0,>65,1,50-55,,98,13,0,2.9,13.6,1405,,16,8,4,7,3,0,CTW (1962),,,
0920  1976,Sorbus subcuneata,Rosa,Rosa,Rosa,NE,VU,r,,1000,,p,,Ph,,w,0,,7,1,,,,,,,4,0,0,4.0,14.9,1380,,1,6,5,4,4,0,Stace (1991),,,
0920  1977,Sorbus torminalis,Rosa,Rosa,Rosa,N,,n,0.22,1900,,p,,Ph,,w,Root,,7,3,,0,55-60,0,<45,,573,0,0,3.9,16.0,804,,1,4,5,6,5,0,average of CTW and Butcher,,,
0920  1979,Sorbus vexans,Rosa,Rosa,Rosa,NE,VU,r,,600,,p,,Ph,,w,0,,7,1,,,,,,,4,0,0,4.2,14.9,1409,,"1, 16",6,5,4,4,0,Stace (1991),,,
0920  2272,Sorbus wilmottiana,Rosa,Rosa,Rosa,NE,CR,r,,600,,p,,Ph,,w,0,,7,1,,,,,,,1,0,0,4.4,16.5,844,,"1, 16",6,4,8,3,0,Stace (1991),,,
0920  1980,Sparganium angustifolium,Spar,Typh,Poal,N,,n,1.66,,100,p,,Hy,,h,Rhiz2,,4,3,,0,>65,0,<45,,652,207,0,3.0,12.9,1571,,13,8,11,4,2,0,Stace (1991) - stem usually floating,,,
0920  1983,Sparganium emersum,Spar,Typh,Poal,N,,n,0.61,,60,p,,Hy,,h,Rhiz2,,5,6,,0,>65,0,<45,,1426,393,1,3.6,15.0,982,,"13, 14",7,11,7,6,0,Stace (1991),,,
0920  1981,Sparganium erectum,Spar,Typh,Poal,N,,n,0.48,150,,p,,Hy,,h,Rhiz2,,7,6,,0,>65,0,<45,,2129,766,8,3.7,14.9,1000,,"11, 13",7,10,7,7,0,Stace (1997),,,
0920  1982,Sparganium natans,Spar,Typh,Poal,N,,n,-0.13,,50,p,,Hy,,h,Rhiz2,,5,6,,0,>65,0,<45,,508,267,0,3.3,13.8,1303,,13,7,11,6,3,0,Stace (1991),,,
0920  1984,Spartina alterniflora,Poac,Poac,Poal,AN,,,-0.22,110,,p,,hc,,h,Rhiz2,,,,,,,,,Am,12,0,0,4.1,15.7,760,Co,21,9,9,8,7,7,average of CTW (1962) & Stace (1997),,,
0920  2278,Spartina anglica,Poac,Poac,Poal,NE,,n,0.11,130,,p,,hc,,h,Rhiz2,,7,1,,,,,,,251,71,1,4.6,15.7,904,Co,21,9,9,8,6,7,Stace (1997),,,
0920  1985,Spartina maritima,Poac,Poac,Poal,N,,s,-0.55,50,,p,,hc,,h,Rhiz2,,8,2,,1,50-55,0,<45,,57,0,0,4.1,16.6,625,Co,21,9,9,8,5,6,Stace (1997),,,
0920  1987,Spergula arvensis,Cary,Cary,Cary,N,,o,-2.30,30,,a,,Th,,h,0,,6,4,,0,>65,0,<45,,0,0,9,6.3,16.7,811,,4,7,4,5,5,0,Butcher (1961),,,
0920  1989,Spergularia bocconei,Cary,Cary,Cary,AN,,,-0.22,10,,a,,Th,,h,0,,9,1,,,,,,Eur,18,0,9,5.9,16.3,901,,"16, 17, 19",9,4,6,7,0,estimated canopy height (MOH),,,
0920  1990,Spergularia marina,Cary,Cary,Cary,N,,n,1.83,10,,a,,Th,,h,0,,8,6,,0,>65,0,<45,,680,185,8,4.3,14.6,1094,Co,"3, 21",8,8,8,6,5,estimated canopy height (MOH),,,
0920  1991,Spergularia media,Cary,Cary,Cary,N,,n,-0.24,15,,p,,Ch,,h,0,,8,4,,0,>65,0,<45,,659,186,0,4.2,14.6,1125,Co,21,8,8,8,5,5,estimated canopy height (MOH),architecture seems basically chamaephyte,,
0920  1992,Spergularia rubra,Cary,Cary,Cary,N,,n,0.05,15,,a,,Th,,h,0,,8,3,,0,>65,0,<45,,1363,66,13,3.5,14.9,983,,"8, 17",8,3,4,2,0,estimated canopy height (MOH),,,
0920  1993,Spergularia rupicola,Cary,Cary,Cary,N,,n,0.30,10,,p,,Ch,,h,0,,7,0,,1,55-60,0,<45,,239,169,13,5.2,15.1,1105,Co,18,9,6,6,5,3,estimated canopy height (MOH),,,
0920  1995,Spiranthes aestivalis,Orch,Orch,Aspa,N,EX,x,,40,,p,,hc,,h,0,,7,3,,0,50-55,0,<45,,1,0,2,5.6,16.5,822,,11,9,8,8,2,0,Stace (1997),,,
0920  1996,Spiranthes romanzoffiana,Orch,Orch,Aspa,N,,s,0.45,25,,p,,hc,,h,0,,4,0,,,,,,,21,44,0,4.4,14.1,1248,,11,8,8,6,4,0,Stace (1997),,,
0920  1997,Spiranthes spiralis,Orch,Orch,Aspa,N,,n,-0.95,15,,p,,hc,,h,0,,8,3,,0,55-60,0,<45,,655,117,13,4.4,15.9,884,,7,8,4,6,3,0,Stace (1997),,,
0920  1127,Spirodela polyrhiza,Lemn,Arac,Alis,N,,n,-0.18,,0.8,p,,Hy,,h,Frag,,8,6,,0,>65,0,<45,,535,99,2,3.9,15.9,768,,13,7,11,7,7,1,CTW (1962),,,
0920  1998,Stachys alpina,Lami,Lami,Lami,AN,,,,100,,p,,hc,,h,0,,7,3,,,,,,Eur,3,0,0,3.1,14.7,1007,,"1, 3",7,5,8,7,0,Stace (1997),,,
0920  2001,Stachys arvensis,Lami,Lami,Lami,AR,,,-1.17,25,,a,,Th,,h,0,,8,2,,,,,,,1418,206,13,4.0,15.3,964,,"3, 4",8,5,5,5,0,Stace (1997),,,
0920  2002,Stachys germanica,Lami,Lami,Lami,N,EN,r,-0.27,80,,p,,hc,,h,0,,7,3,,1,50-55,0,<45,,10,0,0,3.4,16.1,661,,3,7,3,8,5,0,Stace (1991),,,
0920   237,Stachys officinalis,Lami,Lami,Lami,N,,n,-0.62,60,,p,,hc,,h,0,,7,3,,0,60-65,0,<45,,1571,38,4,3.6,15.4,940,,"6, 7",7,5,5,3,0,CTW (1962),,,
0920  2003,Stachys palustris,Lami,Lami,Lami,N,,n,0.01,100,,p,,Gn,,h,Rhiz2,,5,6,,0,>65,0,<45,,2346,919,9,3.7,14.6,1079,,"11, 14",7,8,7,7,0,Stace (1997),,,
0920  1999,Stachys palustris x sylvatica (S. x ambigua),Lami,Lami,Lami,NH,,n,,100,,p,,hc,,h,Rhiz2,,,,,,,,,,1020,117,4,3.5,14.7,1086,,"3, 14",7,6,6,6,1,same as parents,,,In Europe found only in British Isles
0920  2005,Stachys sylvatica,Lami,Lami,Lami,N,,n,-0.49,100,,p,,hc,,h,Rhiz2,,7,4,,0,>65,0,<45,,2462,806,12,3.6,14.7,1064,,3,6,6,7,8,0,Stace (1997),,,
0920  2009,Stellaria graminea,Cary,Cary,Cary,N,,n,-0.02,80,,p,,hc,,h,Rhiz1,,5,4,,0,>65,0,<45,,2446,852,8,3.5,14.6,1065,,6,7,6,5,4,0,Stace (1997),,,
0920  2010,Stellaria holostea,Cary,Cary,Cary,N,,n,-0.56,60,,p,,Ch,,h,Rhiz1,Node1,7,4,,0,>65,0,<45,,2372,671,7,3.5,14.7,1058,,1,5,5,6,6,0,Stace (1997),A chamaephyte;  the overwintering bits are mostly below 25 cm.,"According to Grime et al., roots adventitiously on stems",
0920  2012,Stellaria media,Cary,Cary,Cary,N,,n,,50,,a,,Th,,h,0,Node1,6,5,,0,>65,0,<45,,2749,962,14,3.6,14.5,1095,,"3, 4, 5",7,5,6,7,0,Stace (1997),,,
0920  2011,Stellaria media agg.,Cary,Cary,Cary,N,,n,0.03,50,,a,,Th,,h,0,Node1,6,5,,,,,,,2749,962,14,3.6,14.5,1095,,"3, 4, 5",7,5,5,6,0,as S. media sens. str.,,,
0920  2013,Stellaria neglecta,Cary,Cary,Cary,N,,n,0.42,80,,a,,Th,,h,0,Node1,7,3,,1,55-60,0,<45,,775,4,0,3.9,15.6,911,,"1, 3",6,7,6,7,0,Stace (1997),,,
0920  2014,Stellaria nemorum,Cary,Cary,Cary,N,,n,0.21,60,,p,,hc,,h,Rhiz1,,5,3,,0,>65,0,<45,,432,0,0,2.7,14.2,1027,,"1, 14",4,6,6,7,0,Stace (1997),,,
0920  2008,Stellaria pallida,Cary,Cary,Cary,N,,n,1.17,50,,a,,Th,,h,0,Node1,8,4,,0,55-60,0,<45,,593,27,13,4.0,15.8,766,,"3, 19",7,4,4,4,0,Stace (1997),,,
0920  2015,Stellaria palustris,Cary,Cary,Cary,N,,n,-0.89,60,,p,,hc,,h,Rhiz1,Node1,5,5,,0,>65,0,<45,,389,73,1,3.6,15.5,793,,11,7,8,6,4,0,Stace (1997),,,
0920  2007,Stellaria uliginosa,Cary,Cary,Cary,N,,n,-0.10,40,,p,,hc,,h,Rhiz1,,7,3,,0,>65,0,<45,,2570,798,9,3.5,14.4,1128,,"11, 14",7,8,5,5,0,Stace (1997),,,
0920  2017,Stratiotes aloides,Hydr,Hydr,Alis,NA,,r,1.65,,50,p,,Hy,,h,Stol1,DRa,5,4,c,0,>65,0,<45,,65,0,0,3.5,16.1,596,,13,7,11,7,6,1,CTW (1962) - leaf length,,,
0920  2019,Suaeda maritima,Chen,Amar,Cary,N,,n,-0.47,30,,a,,Th,,h,0,,8,5,,0,>65,0,<45,,525,141,6,4.3,14.9,1094,Co,21,9,8,8,6,7,Stace (1997),,,
0920  2018,Suaeda vera,Chen,Amar,Cary,N,,s,-0.11,120,,p,,Pn,,w,0,,9,1,,1,50-55,0,<45,,47,0,1,4.1,16.4,620,Co,"19, 21",9,7,8,5,5,Stace (1997),,,
0920  2020,Subularia aquatica,Bras,Bras,Bras,N,,n,0.73,,6,a,,Hz,,h,0,,4,6,,0,>65,0,<45,,324,33,0,2.4,12.6,1789,,13,7,11,5,2,0,Rich (1991) - leaf length,Rich (1991) says that it is an annual.,,
0920  2021,Succisa pratensis,Dips,Dips,Dips,N,,n,-0.57,100,,p,,hc,,h,0,Rhiz1,7,4,,0,>65,0,<45,,2633,934,2,3.5,14.4,1124,,6,7,7,5,2,0,Stace (1997),,"may produce stolons to 10 cm (Biol Flora, 1955);  limited potential for clonal growth (J Ecol 91,19,2003)",
0920  2022,Symphoricarpos albus,Capr,Capr,Dips,AN,,,1.74,200,,p,,Pn,,w,Rhiz2,,,,,,,,,Am,2067,744,4,3.6,14.9,992,,"1, 3, 17",5,5,6,7,0,Stace (1991),,,
0920  2025,Symphytum asperum x officinale (S. x uplandicum),Bora,Bora,Unpl,AN,,,,135,,p,,hc,,h,0,,,,,,,,,Eur,1924,399,8,3.6,15.0,952,,3,6,5,7,7,0,as S. officinale,,,
0920  2024,Symphytum officinale,Bora,Bora,Unpl,N,,n,0.34,135,,p,,hc,,h,0,,7,3,,0,60-65,0,<45,,1263,189,10,3.7,15.4,871,,11,7,7,7,8,0,average of CTW (1962) and Stace (1997),,,
0920  2026,Symphytum orientale,Bora,Bora,Unpl,AN,,,1.83,70,,p,,hc,,h,0,,,,,,,,,Eur,442,2,3,3.7,16.0,719,,3,6,4,7,6,0,Stace (1997),,,
0920  2028,Symphytum tuberosum,Bora,Bora,Unpl,N,,n,0.11,55,,p,,hc,,h,0,,7,3,,1,55-60,0,<45,,407,0,0,2.5,13.5,1047,,"1, 3",6,6,6,6,0,average of CTW (1962) and Stace (1997),,,
0920  2029,Syringa vulgaris,Olea,Olea,Lami,AN,,,4.48,700,,p,,Ph,,w,Rhiz1,,,,,,,,,Eur,1296,163,4,3.6,15.3,881,,"3, 17",6,5,6,5,0,Stace (1991),,,
0920  2032,Tamus communis,Dios,Dios,Dios,N,,n,-0.41,400,,p,,Gn,,h,0,,9,2,,1,50-55,0,<45,,1421,0,4,3.8,15.7,850,,"1, 3",6,5,7,6,0,CTW (1962),,,
0920   503,Tanacetum parthenium,Aste,Aste,Aste,AR,,,0.23,54,,p,,Ch,hc,h,0,,,,,,,,,Eur,2126,413,11,3.5,14.9,980,,"3, 17",7,4,7,6,0,average of Butcher (1961) and Stace (1991),A chamaephyte;  the overwintering bits are mostly below 25 cm.,,
0920  2033,Tanacetum vulgare,Aste,Aste,Aste,N,,n,-0.23,120,,p,,hc,,h,Rhiz1,,5,5,,0,>65,0,<45,,2004,0,10,3.5,15.0,958,,3,7,6,7,7,0,Stace (1997),,,
0920  2034,Taraxacum,Aste,Aste,Aste,N,,n,0.43,30,,p,,hc,,h,0,,6,6,,0,>65,0,<45,,2778,974,14,3.5,14.5,1104,,"3, 5, 17",7,5,7,6,1,Typical maximum leaf length (MOH personal observation),,,
0920  2039,Taxus baccata,Taxa,Taxa,Pina,N,,n,0.86,2000,,p,,Ph,,w,0,,7,3,,0,60-65,0,<45,,1881,260,7,3.5,15.1,976,,1,4,4,7,5,0,CTW (1962),,,
0920  2041,Teesdalia nudicaulis,Bras,Bras,Bras,N,,n,-0.81,15,,a,,Th,,h,0,,7,3,,0,55-60,0,<45,,509,11,12,3.4,15.0,949,,8,8,3,2,2,0,Rich (1991),,,
0920  2435,Tellima grandiflora,Saxi,Saxi,Saxi,AN,,,,70,,p,,hc,,h,0,,,,,,,,,Am4,308,20,2,3.6,15.2,974,,"1, 3, 17",3,8,6,4,0,Stace (1997),,,
0920  5397,Tephroseris integrifolia,Aste,Aste,Aste,N,,s,-0.79,60,,b,,hc,,h,0,,3,6,c,0,>65,0,<45,,99,0,0,3.7,16.1,774,,7,7,3,8,3,0,Stace (1997),,,
0920  1893,Tephroseris palustris,Aste,Aste,Aste,N,EX,x,,100,,p,b,hc,,h,0,,3,6,,0,>65,0,45-50,,26,0,0,3.6,16.1,617,,13,7,9,7,6,0,Stace (1991),"Stace says perennial, CTW mainly biennial",,
0920  2043,Teucrium botrys,Lami,Lami,Lami,AN,,,-0.42,30,,a,,Th,,h,0,,7,3,c,,,,,Eur,12,0,0,3.6,16.3,767,,"3, 4, 7, 16",9,2,8,2,0,Stace (1997),,,
0920  2044,Teucrium chamaedrys,Lami,Lami,Lami,AN,,,-0.41,25,,p,,Ch,,sw,Rhiz1,,8,3,c,,,,,Eur,72,2,0,4.2,15.7,856,,"3, 7, 16",8,2,8,1,0,Butcher (1961) - height of flowering stems,,,
0920  2045,Teucrium scordium,Lami,Lami,Lami,N,VU,r,-0.64,55,,p,,hc,,h,Rhiz2,,8,4,,0,55-60,0,<45,,24,12,1,4.0,15.8,740,,"11, 13, 14",7,8,8,4,1,average of CTW (1962) and Stace (1997),,,
0920  2046,Teucrium scorodonia,Lami,Lami,Lami,N,,n,-0.69,50,,p,,hc,,h,Rhiz2,,8,2,,1,55-60,0,<45,,2322,588,14,3.5,14.5,1150,,"1, 9, 16",6,4,4,3,0,Stace (1991),,,
0920  2047,Thalictrum alpinum,Ranu,Ranu,Ranu,N,,n,-0.34,15,,p,,hc,,h,Rhiz2,,1,6,,0,>65,0,<45,,409,23,0,2.0,12.1,1845,,"7, 11, 15, 16",8,7,6,3,0,Stace (1997),,,
0920  2048,Thalictrum flavum,Ranu,Ranu,Ranu,N,,n,-0.53,100,,p,,hc,,h,0,,5,4,,0,>65,0,<45,,669,91,0,3.7,15.8,762,,11,7,8,7,5,0,CTW (1962),,,
